"","X","Male","ParentEduc","LunchDiscount","TestPrep","PracticeSport","IsFirstChild","NrSiblings","PrivateTransport","WklyStudyHours","EthnicGroupA","EthnicGroupB","EthnicGroupC","EthnicGroupD","EthnicGroupE","ParentDivorced","ParentMarried","ParentSingle","ParentWidowed","MathScore","ReadingScore","WritingScore","AggregateScore"
"22385",847,1,2,0,1,3,1,1,0,2,0,1,0,0,0,0,1,0,0,63,69,71,203
"22387",849,1,2,0,0,1,1,3,0,1,0,0,0,1,0,0,1,0,0,72,62,62,196
"22389",851,1,2,0,1,3,1,2,0,1,0,1,0,0,0,0,1,0,0,62,62,62,186
"22390",852,1,2,1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,1,71,65,64,200
"22391",853,1,2,0,0,2,1,1,0,1,0,0,0,1,0,0,1,0,0,65,64,56,185
"22393",855,1,5,0,0,3,0,1,0,2,0,0,0,0,1,0,1,0,0,81,83,76,240
"22394",856,1,2,0,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,91,83,86,260
"22396",858,1,1,1,0,3,1,5,0,1,0,0,0,1,0,0,1,0,0,53,49,47,149
"22398",860,0,4,0,0,2,1,4,0,3,0,0,0,1,0,0,1,0,0,93,97,100,290
"22399",862,0,2,0,0,2,1,7,1,1,0,0,0,1,0,0,1,0,0,59,75,69,203
"22400",863,1,4,0,1,2,0,5,0,1,0,0,1,0,0,0,0,1,0,72,70,77,219
"22401",864,1,3,1,0,2,1,7,1,2,0,0,0,1,0,0,1,0,0,45,52,49,146
"22403",866,1,2,1,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0,78,69,67,214
"22404",867,1,6,0,1,3,1,0,0,2,0,0,0,1,0,0,0,0,1,97,85,86,268
"22406",870,1,5,0,0,3,0,1,1,3,0,0,0,1,0,0,1,0,0,74,71,69,214
"22407",871,1,1,1,1,1,1,4,0,2,0,0,1,0,0,0,1,0,0,53,55,51,159
"22409",873,1,1,1,0,2,0,3,0,1,0,1,0,0,0,0,0,1,0,45,45,35,125
"22410",874,1,3,1,0,1,0,5,0,3,0,0,1,0,0,0,0,1,0,40,38,33,111
"22412",876,0,2,0,0,3,1,4,0,3,0,0,1,0,0,0,1,0,0,74,72,75,221
"22413",877,0,2,0,0,1,1,2,0,3,0,0,0,1,0,1,0,0,0,54,58,61,173
"22415",879,0,5,1,1,2,1,4,0,2,0,0,0,1,0,1,0,0,0,63,78,81,222
"22417",881,0,3,1,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,54,57,53,164
"22421",887,1,5,1,0,3,1,2,0,3,0,0,0,0,1,0,1,0,0,68,61,64,193
"22424",890,0,1,0,1,2,1,7,1,2,1,0,0,0,0,0,1,0,0,78,85,89,252
"22426",892,0,2,0,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,47,54,62,163
"22428",894,1,6,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,48,54,48,150
"22429",895,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,44,40,42,126
"22432",898,1,4,0,0,2,0,2,1,2,0,0,1,0,0,1,0,0,0,86,80,78,244
"22433",899,0,3,0,0,2,1,2,1,1,0,0,1,0,0,0,1,0,0,71,86,75,232
"22434",900,1,6,1,1,3,1,4,1,2,0,0,1,0,0,0,1,0,0,74,76,81,231
"22436",902,0,2,0,0,3,1,7,0,3,0,0,0,1,0,0,1,0,0,61,67,73,201
"22437",903,0,1,1,1,2,0,3,0,3,0,0,0,0,1,0,0,1,0,80,86,82,248
"22439",905,1,2,0,0,3,1,3,0,2,0,0,1,0,0,0,0,1,0,54,54,55,163
"22440",906,1,1,0,0,3,0,4,0,2,0,0,1,0,0,1,0,0,0,48,48,43,139
"22441",907,0,4,0,0,2,1,1,0,1,0,0,0,1,0,0,1,0,0,90,92,96,278
"22443",909,0,4,0,1,1,1,3,1,2,0,1,0,0,0,1,0,0,0,77,92,95,264
"22446",912,0,3,0,1,2,1,5,1,2,0,1,0,0,0,0,1,0,0,54,50,53,157
"22448",914,0,3,0,0,3,1,2,0,1,0,0,0,1,0,0,1,0,0,80,88,87,255
"22450",916,1,1,0,1,2,1,2,0,2,0,0,0,0,1,0,1,0,0,89,84,78,251
"22455",921,1,3,0,1,2,1,1,1,3,0,0,0,0,1,1,0,0,0,82,76,74,232
"22458",924,0,3,1,0,3,1,3,0,2,0,0,1,0,0,0,1,0,0,36,54,54,144
"22459",925,1,2,0,1,2,1,5,0,2,0,1,0,0,0,1,0,0,0,69,65,65,199
"22460",926,0,3,0,1,3,1,3,1,1,0,0,0,1,0,0,1,0,0,75,81,84,240
"22461",927,1,4,0,0,2,1,0,1,2,0,0,0,0,1,0,1,0,0,78,73,69,220
"22462",928,0,4,0,0,2,1,1,0,3,0,0,1,0,0,0,1,0,0,61,56,65,182
"22463",929,1,3,0,0,2,0,2,1,1,0,0,0,0,1,1,0,0,0,84,67,68,219
"22465",931,0,2,0,1,2,1,4,1,3,0,0,0,1,0,0,0,1,0,81,79,87,247
"22466",932,1,3,0,1,2,1,3,1,1,0,0,1,0,0,0,1,0,0,85,77,73,235
"22467",933,1,1,1,0,3,1,1,0,2,0,0,1,0,0,0,0,1,0,46,47,49,142
"22470",936,0,3,0,0,2,1,3,0,2,0,0,0,0,1,0,1,0,0,80,81,77,238
"22472",940,0,3,0,0,2,0,2,1,1,0,0,0,1,0,0,1,0,0,85,90,93,268
"22474",942,0,1,0,0,3,1,2,1,2,0,1,0,0,0,1,0,0,0,48,63,62,173
"22475",944,0,3,0,0,2,1,2,0,2,0,1,0,0,0,0,1,0,0,61,80,79,220
"22476",945,1,5,0,0,2,1,3,0,3,0,0,0,1,0,0,1,0,0,89,75,74,238
"22477",946,1,4,1,1,3,1,2,0,3,0,0,0,1,0,1,0,0,0,67,69,73,209
"22478",947,1,3,1,0,3,1,3,0,1,0,0,0,1,0,0,1,0,0,78,80,76,234
"22479",948,0,4,1,0,2,1,1,0,1,1,0,0,0,0,0,1,0,0,50,61,58,169
"22483",952,1,2,1,0,3,0,1,1,3,0,0,1,0,0,1,0,0,0,58,59,56,173
"22488",957,1,5,1,1,1,1,4,1,1,1,0,0,0,0,0,0,1,0,48,55,52,155
"22489",958,1,3,0,0,1,1,4,1,2,0,0,0,1,0,0,0,1,0,67,64,61,192
"22490",959,1,3,1,1,2,0,2,1,1,0,1,0,0,0,0,1,0,0,44,40,37,121
"22491",961,1,1,1,1,3,1,1,0,2,0,0,0,0,1,0,1,0,0,70,66,61,197
"22493",963,0,5,0,1,2,1,1,1,1,0,0,1,0,0,0,1,0,0,75,86,90,251
"22494",964,1,5,1,0,2,0,1,1,1,0,1,0,0,0,0,1,0,0,58,62,54,174
"22495",965,0,3,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,67,86,89,242
"22496",966,0,3,1,1,3,1,3,0,1,0,0,0,0,1,1,0,0,0,82,70,83,235
"22497",967,1,1,0,0,2,0,4,0,3,0,0,0,0,1,0,1,0,0,78,57,64,199
"22498",968,0,2,0,1,2,0,3,0,2,0,0,0,1,0,0,1,0,0,67,75,81,223
"22500",970,1,3,0,1,2,0,4,1,1,0,0,1,0,0,1,0,0,0,97,81,80,258
"22501",971,0,2,0,0,2,1,3,0,2,0,0,0,1,0,1,0,0,0,54,57,50,161
"22502",972,1,3,1,0,2,0,3,0,1,0,0,0,1,0,0,1,0,0,39,41,40,120
"22503",973,0,4,1,1,2,0,3,0,1,0,1,0,0,0,0,0,1,0,53,67,68,188
"22506",976,0,2,0,0,1,0,2,1,1,1,0,0,0,0,0,1,0,0,63,78,74,215
"22507",977,0,1,0,0,2,0,3,1,3,0,0,1,0,0,0,1,0,0,51,61,60,172
"22508",978,1,2,1,0,2,0,3,1,1,0,0,1,0,0,1,0,0,0,45,47,49,141
"22511",981,0,1,0,1,1,1,3,0,3,0,1,0,0,0,0,1,0,0,51,68,68,187
"22512",982,1,2,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,38,41,38,117
"22513",983,1,2,1,0,2,1,0,1,2,0,0,1,0,0,0,0,1,0,54,59,52,165
"22517",987,0,6,1,1,2,1,2,0,1,0,0,1,0,0,0,0,1,0,46,58,64,168
"22518",988,0,1,0,0,3,0,1,1,1,0,0,0,0,1,0,1,0,0,69,68,67,204
"22519",990,1,5,0,0,2,1,2,0,2,0,1,0,0,0,0,1,0,0,66,68,64,198
"22521",992,0,5,0,1,2,0,3,0,1,1,0,0,0,0,0,0,1,0,83,85,91,259
"22523",994,0,4,1,0,3,1,3,1,1,1,0,0,0,0,1,0,0,0,79,94,88,261
"22524",995,0,1,0,0,2,0,3,1,2,0,0,0,1,0,0,0,1,0,75,83,86,244
"22525",996,1,3,0,0,1,1,1,0,2,0,0,0,1,0,0,1,0,0,67,66,63,196
"22526",998,1,3,0,0,2,0,3,0,1,0,0,1,0,0,0,0,1,0,72,63,59,194
"22527",999,1,4,0,0,2,0,2,1,1,0,1,0,0,0,0,1,0,0,55,48,43,146
"22528",0,0,6,1,0,3,0,1,1,2,0,1,0,0,0,0,1,0,0,38,47,47,132
"22530",2,0,6,0,0,1,0,2,0,2,0,0,1,0,0,1,0,0,0,68,74,76,218
"22531",4,1,2,0,0,2,1,0,0,2,1,0,0,0,0,0,0,1,0,64,56,56,176
"22533",7,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,84,93,94,271
"22534",9,0,4,0,0,3,1,3,1,1,0,0,0,0,1,0,1,0,0,85,92,93,270
"22537",12,0,6,1,0,2,1,1,0,3,0,0,0,1,0,1,0,0,0,66,77,71,214
"22540",15,0,1,0,1,3,1,0,0,3,0,0,1,0,0,0,0,1,0,45,70,70,185
"22541",16,0,3,0,0,2,1,1,0,2,0,1,0,0,0,0,0,1,0,42,56,52,150
"22542",17,1,1,1,1,3,1,0,0,1,0,0,0,1,0,0,0,1,0,57,73,68,198
"22544",19,0,3,0,0,2,0,1,0,3,0,0,0,1,0,0,1,0,0,60,71,77,208
"22546",22,0,3,1,0,3,0,3,1,1,0,0,0,1,0,0,1,0,0,62,82,77,221
"22547",24,0,1,0,0,3,0,1,0,3,0,0,0,0,1,0,1,0,0,89,85,85,259
"22549",26,0,1,0,0,2,1,1,0,1,0,0,1,0,0,0,1,0,0,71,80,78,229
"22552",29,1,6,1,1,2,1,0,0,2,0,0,1,0,0,0,0,1,0,62,70,72,204
"22553",30,1,3,0,0,3,1,0,0,2,1,0,0,0,0,0,1,0,0,63,54,53,170
"22555",32,1,6,0,0,3,1,3,0,2,0,1,0,0,0,0,0,1,0,75,70,74,219
"22556",33,0,3,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,83,98,96,277
"22557",34,0,4,1,0,2,1,1,1,2,0,0,0,1,0,0,1,0,0,48,62,56,166
"22558",35,1,3,1,1,2,0,2,0,1,0,0,0,1,0,1,0,0,0,85,82,75,242
"22559",36,0,4,0,1,2,1,2,0,1,0,0,1,0,0,0,0,1,0,60,57,59,176
"22560",37,1,1,0,0,3,1,6,0,3,0,0,1,0,0,0,0,1,0,57,40,42,139
"22561",38,0,4,0,0,3,0,1,1,2,0,0,1,0,0,0,1,0,0,66,70,76,212
"22563",40,1,2,0,0,3,1,2,1,3,0,1,0,0,0,0,1,0,0,51,52,46,149
"22565",42,1,5,1,0,3,1,3,1,3,0,0,1,0,0,1,0,0,0,56,44,48,148
"22567",44,0,1,1,0,3,0,2,0,1,1,0,0,0,0,1,0,0,0,36,31,34,101
"22568",45,0,1,0,0,2,1,1,1,1,0,0,1,0,0,0,1,0,0,46,53,51,150
"22569",46,1,6,0,0,3,0,1,0,1,0,0,0,0,1,0,1,0,0,100,93,95,288
"22570",47,1,6,0,0,3,1,2,1,2,0,0,1,0,0,1,0,0,0,53,52,56,161
"22571",48,0,3,0,0,2,1,2,0,1,1,0,0,0,0,0,1,0,0,43,54,51,148
"22572",49,0,4,1,0,2,1,0,0,2,0,0,0,0,1,0,1,0,0,75,81,84,240
"22573",50,1,1,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,0,51,50,45,146
"22574",51,0,5,1,1,2,1,6,0,3,0,0,1,0,0,0,1,0,0,54,75,77,206
"22575",52,0,4,0,0,1,1,1,0,2,0,0,0,1,0,1,0,0,0,58,68,68,194
"22576",53,0,2,0,0,2,1,3,1,2,1,0,0,0,0,1,0,0,0,33,40,33,106
"22577",54,0,2,0,1,2,1,1,0,2,0,1,0,0,0,0,0,1,0,59,67,73,199
"22578",55,1,1,0,0,1,1,3,0,3,0,0,0,1,0,0,1,0,0,68,55,56,179
"22580",57,1,6,1,1,3,1,2,0,1,0,0,0,1,0,0,1,0,0,87,94,89,270
"22581",58,0,6,0,0,3,0,3,1,1,1,0,0,0,0,0,0,1,0,51,55,55,161
"22583",60,1,2,0,1,3,1,4,1,1,0,0,1,0,0,0,0,1,0,78,76,67,221
"22584",62,0,3,0,1,3,1,1,1,1,0,0,0,1,0,0,1,0,0,65,74,76,215
"22585",64,0,4,0,1,2,1,2,1,1,0,0,0,0,1,0,1,0,0,83,83,81,247
"22586",65,0,2,0,1,3,0,3,1,1,0,0,0,1,0,1,0,0,0,85,100,99,284
"22587",66,1,4,1,1,2,1,3,0,1,1,0,0,0,0,0,1,0,0,39,45,42,126
"22591",70,1,3,1,1,2,1,1,1,1,0,0,1,0,0,0,1,0,0,57,64,61,182
"22592",71,0,4,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,86,84,80,250
"22594",73,1,3,1,0,1,1,2,0,2,0,0,0,1,0,0,1,0,0,55,59,52,166
"22596",75,1,6,0,0,2,1,4,1,1,0,0,0,0,1,0,0,0,1,76,68,64,208
"22598",77,0,2,0,0,2,1,1,1,1,0,0,0,0,1,0,0,1,0,81,94,88,263
"22601",80,1,4,1,0,2,0,3,0,3,0,0,0,1,0,0,1,0,0,52,65,60,177
"22606",85,0,5,1,1,2,0,4,1,2,0,0,1,0,0,0,0,1,0,44,58,56,158
"22608",87,0,5,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,53,56,57,166
"22610",89,1,2,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,69,71,63,203
"22611",90,0,3,0,1,3,1,0,0,1,1,0,0,0,0,0,0,1,0,59,71,76,206
"22613",92,0,3,0,0,2,1,2,0,2,0,0,0,1,0,1,0,0,0,80,86,88,254
"22614",93,1,1,0,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,49,38,40,127
"22615",94,0,2,1,0,2,0,2,0,1,0,0,0,0,1,1,0,0,0,80,87,84,251
"22618",97,1,2,1,1,2,1,3,0,1,0,0,0,0,1,0,1,0,0,93,87,88,268
"22619",98,1,1,0,0,3,1,2,1,3,0,1,0,0,0,0,1,0,0,47,41,40,128
"22620",99,0,1,0,1,3,1,3,1,3,0,0,0,0,1,0,0,1,0,71,83,92,246
"22622",101,1,1,0,0,2,1,6,0,1,0,0,1,0,0,1,0,0,0,63,58,59,180
"22624",103,0,2,1,0,1,1,1,0,2,0,0,1,0,0,1,0,0,0,28,47,41,116
"22625",104,0,3,0,1,2,1,2,1,1,0,0,0,0,1,0,0,0,1,68,78,82,228
"22627",106,1,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0,0,0,81,89,85,255
"22629",108,0,5,0,0,2,1,2,1,1,0,1,0,0,0,0,0,1,0,53,70,65,188
"22632",111,1,1,1,0,3,1,2,0,2,0,1,0,0,0,0,1,0,0,75,67,53,195
"22634",113,1,4,0,1,2,1,4,1,1,0,0,0,1,0,0,0,0,1,64,51,57,172
"22635",114,0,6,0,0,1,0,3,0,1,0,0,0,0,1,0,1,0,0,86,90,95,271
"22637",116,0,4,0,0,3,1,0,0,1,0,0,0,0,1,0,1,0,0,99,100,99,298
"22638",117,1,1,0,0,3,0,1,0,2,0,0,1,0,0,0,0,1,0,45,51,42,138
"22639",118,1,1,0,1,1,1,2,0,1,0,1,0,0,0,0,1,0,0,50,48,41,139
"22640",119,0,6,1,1,2,1,5,0,2,0,0,0,1,0,0,1,0,0,46,65,62,173
"22642",121,1,2,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0,1,71,68,63,202
"22644",123,0,1,1,0,2,0,4,0,1,0,0,0,0,1,0,0,1,0,50,62,56,168
"22645",125,1,3,1,0,2,1,1,1,1,0,0,0,1,0,0,0,1,0,56,55,51,162
"22646",126,0,3,1,1,2,1,1,0,2,0,0,0,1,0,0,0,1,0,69,81,86,236
"22650",130,0,5,1,0,2,0,2,0,1,0,0,0,0,1,0,1,0,0,47,48,48,143
"22651",131,1,5,0,1,3,0,3,0,2,0,1,0,0,0,0,1,0,0,74,81,75,230
"22653",133,1,3,1,0,2,1,1,0,2,0,0,1,0,0,1,0,0,0,71,78,72,221
"22656",136,1,2,0,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,92,84,84,260
"22657",137,1,3,0,0,2,1,2,0,1,0,0,1,0,0,0,0,1,0,79,62,67,208
"22660",140,1,3,1,0,3,0,2,1,1,0,0,0,0,1,0,0,1,0,63,58,56,177
"22661",141,0,4,0,0,2,0,2,0,1,0,0,1,0,0,0,1,0,0,62,84,73,219
"22663",143,0,2,1,1,2,0,2,0,2,0,1,0,0,0,0,0,1,0,30,45,40,115
"22664",145,1,2,0,0,2,1,3,0,1,0,0,1,0,0,1,0,0,0,60,56,57,173
"22665",146,1,2,1,1,3,1,1,1,1,0,0,0,1,0,0,1,0,0,49,43,46,138
"22668",149,1,6,1,0,2,1,1,0,3,0,0,0,0,1,0,1,0,0,91,84,82,257
"22672",154,1,3,0,1,2,1,3,1,1,0,1,0,0,0,0,0,1,0,82,76,76,234
"22673",155,1,5,0,0,3,1,2,0,3,1,0,0,0,0,0,1,0,0,100,85,88,273
"22675",157,0,4,0,0,2,1,1,1,3,0,1,0,0,0,0,1,0,0,67,66,67,200
"22677",159,0,3,0,0,2,0,5,1,2,0,0,1,0,0,0,1,0,0,64,77,78,219
"22678",160,0,4,0,1,2,0,2,1,1,0,0,1,0,0,0,1,0,0,58,68,69,195
"22679",161,0,2,1,0,3,0,2,0,1,0,0,0,0,1,0,1,0,0,66,73,71,210
"22681",164,1,1,0,0,2,1,1,1,1,0,1,0,0,0,0,1,0,0,28,24,24,76
"22682",165,1,5,0,0,2,1,2,0,2,0,0,1,0,0,1,0,0,0,93,92,89,274
"22684",167,0,3,1,1,3,1,1,0,1,0,0,0,1,0,0,0,1,0,58,77,78,213
"22686",169,1,1,0,1,2,1,2,1,2,0,1,0,0,0,0,0,1,0,68,81,79,228
"22688",171,0,5,1,1,3,0,2,0,3,0,0,0,1,0,0,1,0,0,76,92,93,261
"22690",175,1,4,0,1,2,1,4,1,2,0,0,1,0,0,1,0,0,0,69,65,65,199
"22691",176,0,3,0,0,1,0,3,0,2,0,1,0,0,0,1,0,0,0,79,92,84,255
"22692",177,1,1,0,1,2,1,3,0,1,0,0,0,0,1,0,1,0,0,97,91,82,270
"22694",179,1,2,0,0,2,1,1,1,2,0,1,0,0,0,0,0,1,0,70,65,62,197
"22695",180,1,1,0,1,1,1,1,0,2,0,0,1,0,0,0,1,0,0,70,73,66,209
"22697",182,0,1,0,0,3,1,2,1,3,0,1,0,0,0,0,1,0,0,61,61,61,183
"22699",184,1,5,1,0,3,1,1,0,2,0,1,0,0,0,0,1,0,0,63,58,51,172
"22702",187,1,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,47,44,43,134
"22704",189,1,4,1,1,2,1,3,0,2,0,0,0,1,0,0,1,0,0,76,81,86,243
"22705",190,0,3,0,0,2,1,4,0,3,0,0,1,0,0,0,1,0,0,62,68,73,203
"22706",191,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,60,55,49,164
"22707",192,1,5,1,0,3,0,2,0,1,0,1,0,0,0,0,1,0,0,73,64,68,205
"22708",193,1,2,0,1,3,0,2,1,1,0,0,1,0,0,0,0,1,0,80,76,74,230
"22710",195,0,3,0,1,3,0,1,0,1,0,0,0,1,0,0,0,1,0,85,76,88,249
"22712",197,1,1,0,1,2,0,1,1,1,0,0,0,0,1,0,1,0,0,64,75,66,205
"22714",199,1,1,0,1,2,0,2,1,1,0,0,1,0,0,1,0,0,0,56,61,56,173
"22715",200,1,6,0,0,2,1,7,0,1,1,0,0,0,0,0,0,1,0,80,78,78,236
"22716",201,0,3,0,0,2,0,1,1,3,0,0,0,0,1,1,0,0,0,65,72,77,214
"22718",203,0,3,1,0,2,1,1,1,1,0,1,0,0,0,0,1,0,0,65,70,66,201
"22720",205,1,4,1,0,3,1,0,0,2,0,0,0,1,0,0,1,0,0,56,56,58,170
"22723",208,0,1,0,1,3,1,3,1,1,0,0,1,0,0,0,1,0,0,61,82,76,219
"22727",212,0,2,1,1,2,1,2,1,2,0,0,1,0,0,1,0,0,0,41,60,57,158
"22729",214,1,4,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,64,68,63,195
"22730",215,0,6,1,0,3,1,1,0,3,0,1,0,0,0,0,0,1,0,56,78,71,205
"22731",216,0,5,0,0,1,1,3,1,1,0,0,1,0,0,1,0,0,0,81,94,96,271
"22732",217,0,2,0,0,2,1,2,0,1,1,0,0,0,0,0,1,0,0,43,62,55,160
"22734",219,0,1,1,0,2,0,2,0,1,0,0,0,0,1,0,1,0,0,56,57,59,172
"22735",220,0,1,1,0,2,1,3,0,2,0,1,0,0,0,0,1,0,0,32,39,38,109
"22736",221,1,6,0,0,3,1,2,0,1,0,0,0,1,0,1,0,0,0,95,84,86,265
"22738",223,1,2,1,1,2,1,4,0,2,0,0,1,0,0,0,1,0,0,52,50,52,154
"22740",225,0,5,1,0,2,0,1,0,2,0,1,0,0,0,1,0,0,0,54,70,69,193
"22744",229,0,4,0,0,2,1,2,0,1,0,0,0,1,0,1,0,0,0,47,57,55,159
"22745",231,1,4,0,0,3,0,4,0,2,0,0,0,1,0,0,0,1,0,77,79,75,231
"22746",232,1,6,0,0,3,1,5,0,1,0,0,1,0,0,1,0,0,0,76,75,71,222
"22748",234,0,4,1,1,2,1,2,0,1,0,0,1,0,0,0,0,1,0,43,60,63,166
"22749",235,0,3,0,1,3,1,1,1,2,1,0,0,0,0,0,1,0,0,74,77,83,234
"22751",237,1,5,1,0,1,0,3,1,1,0,0,0,1,0,1,0,0,0,86,80,80,246
"22752",238,0,1,0,0,2,1,1,0,2,0,0,0,0,1,0,0,1,0,71,80,79,230
"22753",239,1,1,1,1,3,1,3,0,2,0,0,0,0,1,0,1,0,0,68,60,62,190
"22754",240,0,4,1,0,3,0,2,0,2,0,0,0,1,0,0,1,0,0,42,63,59,164
"22755",241,1,3,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,92,87,91,270
"22756",242,0,1,0,0,3,1,2,1,1,0,0,0,1,0,0,1,0,0,58,66,63,187
"22758",244,0,4,1,0,2,1,1,0,1,1,0,0,0,0,0,1,0,0,68,85,77,230
"22759",245,0,2,0,0,2,0,1,1,1,0,1,0,0,0,0,1,0,0,72,83,81,236
"22761",247,0,1,0,1,2,1,2,0,1,0,1,0,0,0,0,0,1,0,83,99,100,282
"22762",248,1,1,1,1,2,1,0,0,3,0,0,1,0,0,0,1,0,0,51,58,47,156
"22763",249,1,1,0,0,2,0,7,1,1,0,0,1,0,0,0,1,0,0,69,84,75,228
"22764",250,0,3,0,0,1,1,2,0,2,0,1,0,0,0,0,0,0,1,64,75,77,216
"22765",251,0,5,1,0,2,1,1,1,1,0,1,0,0,0,0,1,0,0,49,66,64,179
"22769",255,0,3,1,0,2,1,1,0,1,0,0,0,1,0,0,1,0,0,57,60,66,183
"22771",257,0,2,0,0,2,1,2,1,1,0,0,1,0,0,0,1,0,0,75,75,83,233
"22772",258,0,3,0,0,2,1,3,0,1,0,0,0,0,1,0,1,0,0,99,98,98,295
"22773",259,1,6,0,0,2,1,3,0,2,0,0,0,0,1,0,1,0,0,86,82,75,243
"22775",261,0,2,0,1,3,0,1,0,3,0,0,1,0,0,1,0,0,0,72,84,77,233
"22776",262,1,3,1,0,2,0,5,0,1,1,0,0,0,0,0,1,0,0,29,31,27,87
"22778",264,1,1,0,1,3,1,3,0,2,0,0,0,0,1,0,0,1,0,92,90,89,271
"22779",265,0,1,0,0,2,1,0,0,2,0,1,0,0,0,0,1,0,0,58,65,59,182
"22780",266,1,3,0,1,2,1,4,0,1,0,0,0,0,1,0,1,0,0,100,93,93,286
"22781",269,0,3,0,1,2,1,2,1,3,0,0,1,0,0,0,0,1,0,80,89,90,259
"22782",270,1,1,0,0,1,1,1,0,3,0,0,0,1,0,0,1,0,0,54,56,55,165
"22783",271,0,3,0,0,2,0,4,1,1,0,0,1,0,0,0,1,0,0,35,50,51,136
"22784",272,0,1,0,0,1,1,3,1,2,0,0,1,0,0,1,0,0,0,79,78,81,238
"22786",274,1,5,1,0,3,1,1,0,1,0,0,1,0,0,0,1,0,0,42,30,33,105
"22790",279,0,4,0,1,1,1,3,0,1,0,0,0,1,0,0,0,1,0,74,90,93,257
"22791",280,1,3,0,0,2,1,3,1,1,0,1,0,0,0,0,0,1,0,51,44,43,138
"22792",281,0,2,1,1,3,1,0,0,1,0,0,1,0,0,1,0,0,0,84,93,90,267
"22793",282,1,5,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,49,45,45,139
"22794",283,0,4,0,1,3,1,4,1,1,0,1,0,0,0,0,0,1,0,60,63,65,188
"22798",287,1,2,1,1,3,1,3,1,1,0,0,1,0,0,1,0,0,0,73,78,66,217
"22799",288,0,3,0,0,1,1,3,1,1,0,0,0,1,0,1,0,0,0,73,74,77,224
"22802",291,1,1,0,1,2,1,1,1,2,0,0,0,1,0,0,1,0,0,68,56,53,177
"22803",292,0,6,0,1,1,0,2,1,3,0,0,1,0,0,1,0,0,0,66,77,79,222
"22805",294,1,1,0,1,3,1,1,0,2,0,0,0,1,0,0,1,0,0,80,78,78,236
"22807",296,0,1,0,1,2,1,4,1,2,0,0,1,0,0,1,0,0,0,48,69,66,183
"22808",298,0,6,0,0,3,1,2,1,2,0,0,1,0,0,1,0,0,0,63,69,71,203
"22809",299,1,5,1,0,3,1,1,0,1,0,1,0,0,0,0,1,0,0,64,61,57,182
"22811",302,1,1,1,1,2,1,0,1,3,0,1,0,0,0,0,1,0,0,58,57,54,169
"22814",305,1,5,0,1,2,1,1,1,1,0,0,0,0,1,0,1,0,0,86,80,85,251
"22815",306,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,72,62,58,192
"22816",307,0,4,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,76,76,71,223
"22817",308,1,3,0,1,3,1,3,0,3,0,1,0,0,0,0,1,0,0,70,59,62,191
"22818",309,1,4,0,1,3,1,2,0,1,0,1,0,0,0,0,0,1,0,64,64,62,190
"22819",310,0,3,1,1,1,0,4,0,1,0,0,0,1,0,0,1,0,0,72,86,85,243
"22822",313,1,1,1,0,2,0,2,0,3,0,0,0,1,0,0,1,0,0,48,49,45,142
"22824",315,1,3,1,1,2,0,2,1,1,0,1,0,0,0,0,0,1,0,45,55,48,148
"22825",317,1,3,0,0,2,1,0,0,3,0,1,0,0,0,0,0,1,0,80,84,79,243
"22827",320,0,5,0,0,3,1,3,1,1,0,0,0,1,0,1,0,0,0,76,89,93,258
"22828",321,0,3,0,0,2,1,0,1,2,0,0,1,0,0,0,0,1,0,67,66,72,205
"22829",322,1,3,0,0,2,1,1,1,1,0,0,0,1,0,0,1,0,0,75,70,69,214
"22831",324,0,2,1,1,3,0,2,1,2,0,0,1,0,0,0,1,0,0,84,89,89,262
"22832",325,1,1,0,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,73,55,57,185
"22833",326,0,4,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,73,76,73,222
